type,model,size,inductance,dcr,staturation_current,temperature_rise_current
一体成型电感,FXLA0630-R22M,6.6*7.0*2.8,0.22uH,0.003Ω,24A,34A
一体成型电感,FXLA0630-R24M,6.6*7.0*2.8,0.24uH,0.0031Ω,23A,26A
一体成型电感,FXLA0630-R33M,6.6*7.0*2.8,0.33uH,0.0035Ω,21A,25A
一体成型电感,FXLA0630-R47M,6.6*7.0*2.8,0.47uH,0.0041Ω,18A,20A
一体成型电感,FXLA0630-R56M,6.6*7.0*2.8,0.56uH,0.005Ω,16.5A,18A
一体成型电感,FXLA0630-R68M,6.6*7.0*2.8,0.68uH,0.0053Ω,16A,17A
一体成型电感,FXLA0630-R82M,6.6*7.0*2.8,0.82uH,0.006Ω,14A,16A
一体成型电感,FXLA0630-1R0M,6.6*7.0*2.8,1.0uH,0.0074Ω,12A,15A
一体成型电感,FXLA0630-1R5M,6.6*7.0*2.8,1.5uH,0.0121Ω,12A,14A
一体成型电感,FXLA0630-2R2M,6.6*7.0*2.8,2.2uH,0.015Ω,9.5A,10A
一体成型电感,FXLA0630-3R3M,6.6*7.0*2.8,3.3uH,0.022Ω,8.5A,9.5A
一体成型电感,FXLA0630-4R7M,6.6*7.0*2.8,4.7uH,0.033Ω,6A,6.5A
一体成型电感,FXLA0630-5R6M,6.6*7.0*2.8,5.6uH,0.042Ω,5A,6A
一体成型电感,FXLA0630-6R8M,6.6*7.0*2.8,6.8uH,0.048Ω,5A,6A
一体成型电感,FXLA0630-8R2M,6.6*7.0*2.8,8.2uH,0.060Ω,5A,6A
一体成型电感,FXLA0630-100M,6.6*7.0*2.8,10uH,0.067Ω,4.5A,5.5A
一体成型电感,FXLA0630-150M,6.6*7.0*2.8,15uH,0.115Ω,3A,4.5A
一体成型电感,FXLA0630-220M,6.6*7.0*2.8,22uH,0.2Ω,2.3A,3A
一体成型电感,FXLA0630-330M,6.6*7.0*2.8,33uH,0.310Ω,2A,2.5A
一体成型电感,FXLA0650-R22M,6.6*7.0*4.8,0.22uH,0.0027Ω,20A,32A
一体成型电感,FXLA0650-R47M,6.6*7.0*4.8,0.47uH,0.004Ω,15A,30A
一体成型电感,FXLA0650-R68M,6.6*7.0*4.8,0.68uH,0.006Ω,14A,27A
一体成型电感,FXLA0650-1R0M,6.6*7.0*4.8,1.0uH,0.0065Ω,12A,20A
一体成型电感,FXLA0650-1R2M,6.6*7.0*4.8,1.2uH,0.007Ω,11A,17A
一体成型电感,FXLA0650-1R5M,6.6*7.0*4.8,1.5uH,0.0068Ω,10.5A,15A
一体成型电感,FXLA0650-2R2M,6.6*7.0*4.8,2.2uH,0.012Ω,10A,12A
一体成型电感,FXLA0650-3R3M,6.6*7.0*4.8,3.3uH,0.014Ω,9A,11A
一体成型电感,FXLA0650-4R7M,6.6*7.0*4.8,4.7uH,0.025Ω,7A,10A
一体成型电感,FXLA0650-5R6M,6.6*7.0*4.8,5.6uH,0.031Ω,6.6A,9.5A
一体成型电感,FXLA0650-6R8M,6.6*7.0*4.8,6.8uH,0.032Ω,6.5A,9A
一体成型电感,FXLA0650-8R2M,6.6*7.0*4.8,8.2uH,0.035Ω,6A,8.5A
一体成型电感,FXLA0650-100M,6.6*7.0*4.8,10uH,0.036Ω,5A,7.5A
一体成型电感,FXLA0650-150M,6.6*7.0*4.8,15uH,0.075Ω,4.5A,7A
一体成型电感,FXLA0650-220M,6.6*7.0*4.8,22uH,0.087Ω,4A,5A
一体成型电感,FXLA0650-330M,6.6*7.0*4.8,33uH,0.166Ω,2.5A,4A
一体成型电感,FXLA0650-470M,6.6*7.0*4.8,47uH,0.23Ω,2.2A,3.2A
一体成型电感,FXLA0650-560M,6.6*7.0*4.8,56uH,0.3Ω,2A,2.2A
一体成型电感,FXLA0650-680M,6.6*7.0*4.8,68uH,0.330Ω,1.4A,1.8A
一体成型电感,FXLA1040-R15M,10*11.5*3.8,0.15uH,0.00065Ω,49A,75A
一体成型电感,FXLA1040-R22M,10*11.5*3.8,0.22uH,0.001Ω,37.5A,60A
一体成型电感,FXLA1040-R30M,10*11.5*3.8,0.3uH,0.0011Ω,37A,50A
一体成型电感,FXLA1040-R36M,10*11.5*3.8,0.36uH,0.0012Ω,33A,50A
一体成型电感,FXLA1040-R47M,10*11.5*3.8,0.47uH,0.0017Ω,31A,40A
一体成型电感,FXLA1040-R56M,10*11.5*3.8,0.56uH,0.0018Ω,27.5A,33A
一体成型电感,FXLA1040-R68M,10*11.5*3.8,0.68uH,0.0024Ω,25A,30A
一体成型电感,FXLA1040-R80M,10*11.5*3.8,0.8uH,0.0027Ω,23A,29A
一体成型电感,FXLA1040-1R0M,10*11.5*3.8,1.0uH,0.0033Ω,19A,28A
一体成型电感,FXLA1040-1R5M,10*11.5*3.8,1.5uH,0.0042Ω,16A,26A
一体成型电感,FXLA1040-2R2M,10*11.5*3.8,2.2uH,0.007Ω,12A,18A
一体成型电感,FXLA1040-3R3M,10*11.5*3.8,3.3uH,0.0118Ω,11A,16A
一体成型电感,FXLA1040-4R7M,10*11.5*3.8,4.7uH,0.020Ω,9A,15A
一体成型电感,FXLA1040-6R8M,10*11.5*3.8,6.8uH,0.025Ω,8.5A,12A
一体成型电感,FXLA1040-8R2M,10*11.5*3.8,8.2uH,0.027Ω,8A,9A
一体成型电感,FXLA1040-100M,10*11.5*3.8,10uH,0.030Ω,7.8A,8.5A
一体成型电感,FXLA1040-150M,10*11.5*3.8,15uH,0.045Ω,6.5A,7A
一体成型电感,FXLA1040-220M,10*11.5*3.8,22uH,0.066Ω,5A,5.5A
一体成型电感,FXLA1040-330M,10*11.5*3.8,33uH,0.092Ω,4.4A,5A
一体成型电感,FXLA1040-470M,10*11.5*3.8,47uH,0.145Ω,3.3A,3.5A
一体成型电感,FXLA1040-680M,10*11.5*3.8,68uH,0.195Ω,2.5A,3A
羰基一体成型电感,FXC0420-R33M,4.4*4.2*1.8,0.33uH,0.0086Ω,18A,10A
羰基一体成型电感,FXC0420-R47M,4.4*4.2*1.8,0.47uH,0.014Ω,12A,8A
羰基一体成型电感,FXC0420-R68M,4.4*4.2*1.8,0.68uH,0.019Ω,10A,7A
羰基一体成型电感,FXC0420-1R0M,4.4*4.2*1.8,1.0uH,0.027Ω,8.5A,5A
羰基一体成型电感,FXC0420-1R5M,4.4*4.2*1.8,1.5uH,0.042Ω,7A,4.5A
羰基一体成型电感,FXC0420-2R2M,4.4*4.2*1.8,2.2uH,0.061Ω,6A,4A
羰基一体成型电感,FXC0420-3R3M,4.4*4.2*1.8,3.3uH,0.076Ω,4A,3.5A
羰基一体成型电感,FXC0420-4R7M,4.4*4.2*1.8,4.7uH,0.105Ω,3.5A,2.6A
羰基一体成型电感,FXC0420-6R8M,4.4*4.2*1.8,6.8uH,0.172Ω,2.8A,2.1A
羰基一体成型电感,FXC0420-100M,4.4*4.2*1.8,10uH,0.243Ω,2.3A,1.8A
羰基一体成型电感,FXC0530-R22M,5.7*5.2*2.8,0.22uH,0.0044Ω,21A,15.5A
羰基一体成型电感,FXC0530-R33M,5.7*5.2*2.8,0.33uH,0.005Ω,18A,14A
羰基一体成型电感,FXC0530-R47M,5.7*5.2*2.8,0.47uH,0.0074Ω,16A,12A
羰基一体成型电感,FXC0530-R68M,5.7*5.2*2.8,0.68uH,0.012Ω,14A,8.5A
羰基一体成型电感,FXC0530-R82M,5.7*5.2*2.8,0.82uH,0.013Ω,12.5A,8A
羰基一体成型电感,FXC0530-1R0M,5.7*5.2*2.8,1.0uH,0.014Ω,11A,7A
羰基一体成型电感,FXC0530-1R5M,5.7*5.2*2.8,1.5uH,0.025Ω,10A,6A
羰基一体成型电感,FXC0530-2R2M,5.7*5.2*2.8,2.2uH,0.035Ω,9A,5.5A
羰基一体成型电感,FXC0530-3R3M,5.7*5.2*2.8,3.3uH,0.038Ω,8A,5A
羰基一体成型电感,FXC0530-4R7M,5.7*5.2*2.8,4.7uH,0.053Ω,6A,4.6A
羰基一体成型电感,FXC0530-5R6M,5.7*5.2*2.8,5.6uH,0.063Ω,4.5A,4.25A
羰基一体成型电感,FXC0530-6R8M,5.7*5.2*2.8,6.8uH,0.0762Ω,4.3A,4A
羰基一体成型电感,FXC0530-100M,5.7*5.2*2.8,10uH,0.128Ω,3.5A,2.75A
羰基一体成型电感,FXC0530-150M,5.7*5.2*2.8,15uH,0.19Ω,2.6A,2.1A
羰基一体成型电感,FXC0530-220M,5.7*5.2*2.8,22uH,0.25Ω,1.7A,1.9A
羰基一体成型电感,FXC0630-R10N,7.3*6.6*2.8,0.1uH,0.0017Ω,60A,32.5A
羰基一体成型电感,FXC0630-R15M,7.3*6.6*2.8,0.15uH,0.0019Ω,45A,27A
羰基一体成型电感,FXC0630-R22M,7.3*6.6*2.8,0.22uH,0.0028Ω,40A,23A
羰基一体成型电感,FXC0630-R33M,7.3*6.6*2.8,0.33uH,0.0039Ω,32A,20A
羰基一体成型电感,FXC0630-R47M,7.3*6.6*2.8,0.47uH,0.0042Ω,26A,17.5A
羰基一体成型电感,FXC0630-R56M,7.3*6.6*2.8,0.56uH,0.005Ω,25.5A,16.5A
羰基一体成型电感,FXC0630-R68M,7.3*6.6*2.8,0.68uH,0.0055Ω,25A,15.5A
羰基一体成型电感,FXC0630-R82M,7.3*6.6*2.8,0.82uH,0.008Ω,24A,13A
羰基一体成型电感,FXC0630-1R0M,7.3*6.6*2.8,1.0uH,0.010Ω,22A,11A
羰基一体成型电感,FXC0630-1R5M,7.3*6.6*2.8,1.5uH,0.015Ω,18A,9A
羰基一体成型电感,FXC0630-2R2M,7.3*6.6*2.8,2.2uH,0.020Ω,14A,8A
羰基一体成型电感,FXC0630-3R3M,7.3*6.6*2.8,3.3uH,0.030Ω,13.5A,6A
羰基一体成型电感,FXC0630-4R7M,7.3*6.6*2.8,4.7uH,0.040Ω,10A,5.5A
羰基一体成型电感,FXC0630-5R6M,7.3*6.6*2.8,5.6uH,0.048Ω,9A,5A
羰基一体成型电感,FXC0630-6R8M,7.3*6.6*2.8,6.8uH,0.060Ω,8A,4.5A
羰基一体成型电感,FXC0630-8R2M,7.3*6.6*2.8,8.2uH,0.068Ω,7.5A,4A
羰基一体成型电感,FXC0630-100M,7.3*6.6*2.8,10uH,0.085Ω,6A,3.5A
羰基一体成型电感,FXC0630-150M,7.3*6.6*2.8,15uH,0.123Ω,4A,3A
羰基一体成型电感,FXC0630-220M,7.3*6.6*2.8,22uH,0.19Ω,3.5A,2A
羰基一体成型电感,FXC0630-330M,7.3*6.6*2.8,33uH,0.24Ω,2.5A,2A
羰基一体成型电感,FXC0630-470M,7.3*6.6*2.8,47uH,0.363Ω,2A,1.75A
羰基一体成型电感,FXC0650-R22M,7.3*6.6*4.8,0.22uH,0.0019Ω,35A,25A
羰基一体成型电感,FXC0650-R33M,7.3*6.6*4.8,0.33uH,0.003Ω,32A,25A
羰基一体成型电感,FXC0650-R47M,7.3*6.6*4.8,0.47uH,0.0039Ω,30A,22A
羰基一体成型电感,FXC0650-R68M,7.3*6.6*4.8,0.68uH,0.0045Ω,24A,18A
羰基一体成型电感,FXC0650-1R0M,7.3*6.6*4.8,1.0uH,0.0065Ω,20A,15A
羰基一体成型电感,FXC0650-1R5M,7.3*6.6*4.8,1.5uH,0.009Ω,16.5A,12A
羰基一体成型电感,FXC0650-2R2M,7.3*6.6*4.8,2.2uH,0.012Ω,14A,10A
羰基一体成型电感,FXC0650-3R3M,7.3*6.6*4.8,3.3uH,0.0209Ω,12A,8A
羰基一体成型电感,FXC0650-4R7M,7.3*6.6*4.8,4.7uH,0.0308Ω,10A,6.5A
羰基一体成型电感,FXC0650-5R6M,7.3*6.6*4.8,5.6uH,0.049Ω,9A,6A
羰基一体成型电感,FXC0650-6R8M,7.3*6.6*4.8,6.8uH,0.05.5Ω,8.5A,5.5A
羰基一体成型电感,FXC0650-8R2M,7.3*6.6*4.8,8.2uH,0.063Ω,8A,5A
羰基一体成型电感,FXC0650-100M,7.3*6.6*4.8,10uH,0.069Ω,7.5A,4A
羰基一体成型电感,FXC0650-150M,7.3*6.6*4.8,15uH,0.092Ω,6A,3.5A
羰基一体成型电感,FXC0650-220M,7.3*6.6*4.8,22uH,0.17Ω,5.5A,2.5A
羰基一体成型电感,FXC0650-330M,7.3*6.6*4.8,33uH,0.2Ω,3.5A,2A
羰基一体成型电感,FXC1040-R22M,11.0*10.0*3.8,0.22uH,0.001Ω,60A,35A
羰基一体成型电感,FXC1040-R36M,11.0*10.0*3.8,0.36uH,0.0012Ω,60A,31A
羰基一体成型电感,FXC1040-R45M,11.0*10.0*3.8,0.45uH,0.0015Ω,45A,29A
羰基一体成型电感,FXC1040-R47M,11.0*10.0*3.8,0.47uH,0.0015Ω,43A,28A
羰基一体成型电感,FXC1040-R56M,11.0*10.0*3.8,0.56uH,0.0018Ω,40A,25A
羰基一体成型电感,FXC1040-R68M,11.0*10.0*3.8,0.68uH,0.0027Ω,39A,22A
羰基一体成型电感,FXC1040-1R0M,11.0*10.0*3.8,1.0uH,0.0033Ω,36A,18A
羰基一体成型电感,FXC1040-1R5M,11.0*10.0*3.8,1.5uH,0.0046Ω,33A,16A
羰基一体成型电感,FXC1040-2R2M,11.0*10.0*3.8,2.2uH,0.007Ω,27A,12A
羰基一体成型电感,FXC1040-3R3M,11.0*10.0*3.8,3.3uH,0.0118Ω,20A,11A
羰基一体成型电感,FXC1040-4R7M,11.0*10.0*3.8,4.7uH,0.0155Ω,17A,10A
羰基一体成型电感,FXC1040-5R6M,11.0*10.0*3.8,5.6uH,0.0193Ω,14A,9A
羰基一体成型电感,FXC1040-6R8M,11.0*10.0*3.8,6.8uH,0.0233Ω,13.5A,8.5A
羰基一体成型电感,FXC1040-100M,11.0*10.0*3.8,10uH,0.030Ω,12A,7.5A
羰基一体成型电感,FXC1040-150M,11.0*10.0*3.8,15uH,0.045Ω,10A,6.25A
羰基一体成型电感,FXC1040-220M,11.0*10.0*3.8,22uH,0.074Ω,7A,5A
羰基一体成型电感,FXC1040-330M,11.0*10.0*3.8,33uH,0.112Ω,5A,3.5A
羰基一体成型电感,FXC1040-470M,11.0*10.0*3.8,47uH,0.167Ω,4.5A,3A
羰基一体成型电感,FXC1350-R33M,13.5*12.6* 4.7,0.33uH,0.0009Ω,80A,42A
羰基一体成型电感,FXC1350-R47M,13.5*12.6* 4.7,0.47uH,0.0011Ω,65A,38A
羰基一体成型电感,FXC1350-R56M,13.5*12.6* 4.7,0.56uH,0.0015Ω,55A,36A
羰基一体成型电感,FXC1350-R68M,13.5*12.6* 4.7,0.68uH,0.0017Ω,54A,34A
羰基一体成型电感,FXC1350-R82M,13.5*12.6* 4.7,0.82uH,0.0021Ω,52A,31A
羰基一体成型电感,FXC1350-1R0M,13.5*12.6* 4.7,1.0uH,0.0025Ω,50A,29A
羰基一体成型电感,FXC1350-1R5M,13.5*12.6* 4.7,1.5uH,0.0033Ω,48A,27A
羰基一体成型电感,FXC1350-2R2M,13.5*12.6* 4.7,2.2uH,0.0055Ω,32A,20A
羰基一体成型电感,FXC1350-3R3M,13.5*12.6* 4.7,3.3uH,0.0092Ω,32A,15A
羰基一体成型电感,FXC1350-4R7M,13.5*12.6* 4.7,4.7uH,0.015Ω,27A,12A
羰基一体成型电感,FXC1350-5R6M,13.5*12.6* 4.7,5.6uH,0.0165Ω,22A,11.5A
羰基一体成型电感,FXC1350-6R8M,13.5*12.6* 4.7,6.8uH,0.0185Ω,21A,11A
羰基一体成型电感,FXC1350-8R2M,13.5*12.6* 4.7,8.2uH,0.0225Ω,18A,9.5A
羰基一体成型电感,FXC1350-100M,13.5*12.6* 4.7,10uH,0.0255Ω,16A,9A
羰基一体成型电感,FXC1350-150M,13.5*12.6* 4.7,15uH,0.038Ω,13A,8.2A
羰基一体成型电感,FXC1350-220M,13.5*12.6* 4.7,22uH,0.058Ω,10A,6.5A
羰基一体成型电感,FXC1350-330M,13.5*12.6* 4.7,33uH,0.088Ω,8A,5A
羰基一体成型电感,FXC1770-1R0M,17.5*17.0*7.0,1.0uH,0.002Ω,60A,52A
羰基一体成型电感,FXC1770-1R5M,17.5*17.0*7.0,1.5uH,0.0025Ω,52A,47A
羰基一体成型电感,FXC1770-2R2M,17.5*17.0*7.0,2.2uH,0.0027Ω,47A,43.5A
羰基一体成型电感,FXC1770-3R3M,17.5*17.0*7.0,3.3uH,0.0039Ω,45A,28A
羰基一体成型电感,FXC1770-4R7M,17.5*17.0*7.0,4.7uH,0.0055Ω,41A,25A
羰基一体成型电感,FXC1770-6R8M,17.5*17.0*7.0,6.8uH,0.0092Ω,32A,19A
羰基一体成型电感,FXC1770-8R2M,17.5*17.0*7.0,8.2uH,0.0108Ω,25A,18A
羰基一体成型电感,FXC1770-100M,17.5*17.0*7.0,10uH,0.013Ω,24A,16.5A
羰基一体成型电感,FXC1770-150M,17.5*17.0*7.0,15uH,0.0205Ω,23A,12.5A
羰基一体成型电感,FXC1770-220M,17.5*17.0*7.0,22uH,0.0265Ω,18A,12A
羰基一体成型电感,FXC1770-330M,17.5*17.0*7.0,33uH,0.044Ω,15A,10.7A
羰基一体成型电感,FXC1770-390M,17.5*17.0*7.0,39uH,0.048Ω,11A,9.2A
羰基一体成型电感,FXC1770-470M,17.5*17.0*7.0,47uH,0.055Ω,9.5A,8.7A
羰基一体成型电感,FXC1770-560M,17.5*17.0*7.0,56uH,0.062Ω,9A,7.8A
羰基一体成型电感,FXC1770-680M,17.5*17.0*7.0,68uH,0.080Ω,8A,7A
羰基一体成型电感,FXC1770-101M,17.5*17.0*7.0,100uH,0.118Ω,6.5A,5.3A
小型化一体成型电感,FWP201610P-R24ML,2.0*1.6*1.0,0.24uH,0.021Ω,5.05A,4.5A
小型化一体成型电感,FWP201610P-R33ML,2.0*1.6*1.0,0.33uH,0.029Ω,4.5A,3.69A
小型化一体成型电感,FWP201610P-R47ML,2.0*1.6*1.0,0.47uH,0.040Ω,4.0A,3.15A
小型化一体成型电感,FWP201610P-R68ML,2.0*1.6*1.0,0.68uH,0.049Ω,3.33A,3.06A
小型化一体成型电感,FWP201610P-1R0ML,2.0*1.6*1.0,1.0uH,0.069Ω,2.61A,2.26A
小型化一体成型电感,FWP201610P-1R5ML,2.0*1.6*1.0,1.5uH,0.137Ω,2.25A,1.65A
小型化一体成型电感,FWP201610P-2R2ML,2.0*1.6*1.0,2.2uH,0.15Ω,1.71A,1.5A
小型化一体成型电感,FWP252010P-R33ML,2.5*2.0*1.0,0.33uH,0.026Ω,6.0A,4.0A
小型化一体成型电感,FWP252010P-R47ML,2.5*2.0*1.0,0.47uH,0.032Ω,4.5A,3.51A
小型化一体成型电感,FWP252010P-R68ML,2.5*2.0*1.0,0.68uH,0.044Ω,3.87A,2.97A
小型化一体成型电感,FWP252010P-1R0ML,2.5*2.0*1.0,1.0uH,0.054Ω,3.15A,2.52A
小型化一体成型电感,FWP252010P-1R5ML,2.5*2.0*1.0,1.5uH,0.091Ω,2.34A,2.25A
小型化一体成型电感,FWP252010P-2R2ML,2.5*2.0*1.0,2.2uH,0.119Ω,2.16A,2.07A
小型化一体成型电感,FWP252010P-4R7ML,2.5*2.0*1.0,4.7uH,0.262Ω,1.62A,1.22A
小型化一体成型电感,FWP252012P-R47ML,2.5*2.0*1.2,0.47uH,0.025Ω,4.95A,4.18A
小型化一体成型电感,FWP252012P-R68ML,2.5*2.0*1.2,0.68uH,0.035Ω,4.63A,3.36A
小型化一体成型电感,FWP252012P-1R0ML,2.5*2.0*1.2,1.0uH,0.049Ω,4.04A,3.18A
小型化一体成型电感,FWP252012P-1R5ML,2.5*2.0*1.2,1.5uH,0.077Ω,2.91A,2.27A
小型化一体成型电感,FWP252012P-2R2ML,2.5*2.0*1.2,2.2uH,0.098Ω,2.73A,2.06A
小型化一体成型电感,FWP252012P-4R7ML,2.5*2.0*1.2,4.7uH,0.235Ω,1.58A,1.4A
小型化一体成型电感,FXLB252012-R33-M,2.5 *2* 1.2,0.33uH,0.019Ω,5.1A,7.6A
小型化一体成型电感,FXLB252012-R47-M,2.5 *2* 1.2,0.47uH,0.021Ω,5.5A,6.7A
小型化一体成型电感,FXLB252012-R68-M,2.5 *2* 1.2,0.68uH,0.030Ω,5A,6A
小型化一体成型电感,FXLB252012-1R0-M,2.5 *2* 1.2,1.0uH,0.042Ω,3.9A,5A
小型化一体成型电感,FXLB252012-1R5-M,2.5 *2* 1.2,1.5uH,0.061Ω,3.2A,3.4A
小型化一体成型电感,FXLB252012-2R2-M,2.5 *2* 1.2,2.2uH,0.082Ω,2.7A,3A
小型化一体成型电感,FXLB252012-3R3-M,2.5 *2* 1.2,3.3uH,0.135Ω,1.8A,2.5A
小型化一体成型电感,FXLB252012-4R7-M,2.5 *2* 1.2,4.7uH,0.19Ω,1.5A,2.1A
小型化一体成型电感,FXLB201610-R24-M,2*1.6*1.0,0.24uH,0.020Ω,6.3A,5.5A
小型化一体成型电感,FXLB201610-R33-M,2*1.6*1.0,0.33uH,0.026Ω,5.5A,4A
小型化一体成型电感,FXLB201610-R47-M,2*1.6*1.0,0.47uH,0.032Ω,4.8A,4.2A
小型化一体成型电感,FXLB201610-R68-M,2*1.6*1.0,0.68uH,0.043Ω,3.8A,3.7A
小型化一体成型电感,FXLB201610-1R0-M,2*1.6*1.0,1.0uH,0.057Ω,3A,2.7A
小型化一体成型电感,FXLB201610-2R2-M,2*1.6*1.0,2.2uH,0.138Ω,2.1A,1.9A
小型化一体成型电感,FXLB201610-4R7-M,2*1.6*1.0,4.7uH,0.288Ω,1.6A,1.1A
车规级一体成型电感,FAUL0420-R10MT,4.4*4.2*1.8,0.1uH,0.004Ω,17.6A,11.2A
车规级一体成型电感,FAUL0420-R22MT,4.4*4.2*1.8,0.22uH,0.0066Ω,10A,8.2A
车规级一体成型电感,FAUL0420-R33MT,4.4*4.2*1.8,0.33uH,0.011Ω,9.6A,8.6A
车规级一体成型电感,FAUL0420-R47MT,4.4*4.2*1.8,0.47uH,0.014Ω,7.6A,6.65A
车规级一体成型电感,FAUL0420-R56MT,4.4*4.2*1.8,0.56uH,0.016Ω,7.2A,6.1A
车规级一体成型电感,FAUL0420-R68MT,4.4*4.2*1.8,0.68uH,0.018Ω,6.4A,6.15A
车规级一体成型电感,FAUL0420-1R0MT,4.4*4.2*1.8,1.0uH,0.027Ω,5.6A,5.4A
车规级一体成型电感,FAUL0420-1R2MT,4.4*4.2*1.8,1.2uH,0.027Ω,5.2A,5.4A
车规级一体成型电感,FAUL0420-1R5MT,4.4*4.2*1.8,1.5uH,0.046Ω,4.4A,4.3A
车规级一体成型电感,FAUL0420-2R2MT,4.4*4.2*1.8,2.2uH,0.058Ω,4A,3.8A
车规级一体成型电感,FAUL0420-3R3MT,4.4*4.2*1.8,3.3uH,0.087Ω,2.8A,2.8A
车规级一体成型电感,FAUL0420-4R7MT,4.4*4.2*1.8,4.7uH,0.105Ω,2.4A,2.2A
车规级一体成型电感,FAUL0420-6R8MT,4.4*4.2*1.8,6.8uH,0.175Ω,2A,1.9A
车规级一体成型电感,FAUL0420-100MT,4.4*4.2*1.8,10uH,0.282Ω,1.6A,1.3A
车规级一体成型电感,FAUL0630-R22MT,7.0*6.6*2.8,0.22uH,0.003Ω,27.2A,21A
车规级一体成型电感,FAUL0630-R33MT,7.0*6.6*2.8,0.33uH,0.0035Ω,20A,19A
车规级一体成型电感,FAUL0630-R47MT,7.0*6.6*2.8,0.47uH,0.0041Ω,16A,16.5A
车规级一体成型电感,FAUL0630-R56MT,7.0*6.6*2.8,0.56uH,0.0045Ω,14.4A,15A
车规级一体成型电感,FAUL0630-R68MT,7.0*6.6*2.8,0.68uH,0.0053Ω,13.6A,14.5A
车规级一体成型电感,FAUL0630-R82MT,7.0*6.6*2.8,0.82uH,0.006Ω,12.8A,12.5A
车规级一体成型电感,FAUL0630-1R0MT,7.0*6.6*2.8,1.0uH,0.0074Ω,12A,10.5A
车规级一体成型电感,FAUL0630-1R5MT,7.0*6.6*2.8,1.5uH,0.0121Ω,9.6A,10.5A
车规级一体成型电感,FAUL0630-2R2MT,7.0*6.6*2.8,2.2uH,0.015Ω,8A,8.5A
车规级一体成型电感,FAUL0630-3R3MT,7.0*6.6*2.8,3.3uH,0.022Ω,7.6A,7.5A
车规级一体成型电感,FAUL0630-4R7MT,7.0*6.6*2.8,4.7uH,0.033Ω,7.2A,5A
车规级一体成型电感,FAUL0630-5R6MT,7.0*6.6*2.8,5.6uH,0.042Ω,5.2A,4.8A
车规级一体成型电感,FAUL0630-6R8MT,7.0*6.6*2.8,6.8uH,0.048Ω,4.8A,4.2A
车规级一体成型电感,FAUL0630-8R2MT,7.0*6.6*2.8,8.2uH,0.06Ω,4.4A,4.2A
车规级一体成型电感,FAUL0630-100MT,7.0*6.6*2.8,10uH,0.068Ω,4.4A,3.8A
车规级一体成型电感,FAUL0630-150MT,7.0*6.6*2.8,15uH,0.113Ω,3.2A,2.3A
车规级一体成型电感,FAUL0630-220MT,7.0*6.6*2.8,22uH,0.17Ω,2.4A,2A
车规级一体成型电感,FAUL0630-330MT,7.0*6.6*2.8,33uH,0.27Ω,2A,1.6A
车规级一体成型电感,FAUL0650-R47MT,7.0*6.6*4.8,0.47uH,0.0039Ω,16.8A,17A
车规级一体成型电感,FAUL0650-R68MT,7.0*6.6*4.8,0.68uH,0.0045Ω,14.4A,14.5A
车规级一体成型电感,FAUL0650-1R0MT,7.0*6.6*4.8,1.0uH,0.0066Ω,12.8A,10A
车规级一体成型电感,FAUL0650-1R5MT,7.0*6.6*4.8,1.5uH,0.01Ω,10.4A,8.2A
车规级一体成型电感,FAUL0650-2R2MT,7.0*6.6*4.8,2.2uH,0.0125Ω,8.8A,8A
车规级一体成型电感,FAUL0650-3R3MT,7.0*6.6*4.8,3.3uH,0.022Ω,8A,7.6A
车规级一体成型电感,FAUL0650-4R7MT,7.0*6.6*4.8,4.7uH,0.029Ω,6.4A,5A
车规级一体成型电感,FAUL0650-6R8MT,7.0*6.6*4.8,6.8uH,0.041Ω,5.04A,4A
车规级一体成型电感,FAUL0650-8R2MT,7.0*6.6*4.8,8.2uH,0.048Ω,4.4A,4.8A
车规级一体成型电感,FAUL0650-100MT,7.0*6.6*4.8,10uH,0.06Ω,4.24A,3.8A
车规级一体成型电感,FAUL0650-150MT,7.0*6.6*4.8,15uH,0.09Ω,3.2A,2.6A
车规级一体成型电感,FAUL0650-220MT,7.0*6.6*4.8,22uH,0.14Ω,2.8A,2A
车规级一体成型电感,FAUL0650-330MT,7.0*6.6*4.8,33uH,0.19Ω,2.4A,1.8A
车规级一体成型电感,FAU0420-R10MT,4.4*4.2*1.8,0.1uH,0.0036Ω,22A,15A
车规级一体成型电感,FAU0420-R22MT,4.4*4.2*1.8,0.22uH,0.0063Ω,17A,12A
车规级一体成型电感,FAU0420-R33MT,4.4*4.2*1.8,0.33uH,0.0086Ω,12A,10A
车规级一体成型电感,FAU0420-R47MT,4.4*4.2*1.8,0.47uH,0.012Ω,11A,8.5A
车规级一体成型电感,FAU0420-R56MT,4.4*4.2*1.8,0.56uH,0.014Ω,10A,8A
车规级一体成型电感,FAU0420-R68MT,4.4*4.2*1.8,0.68uH,0.0145Ω,9A,7.5A
车规级一体成型电感,FAU0420-1R0MT,4.4*4.2*1.8,1.0uH,0.023Ω,7A,6.5A
车规级一体成型电感,FAU0420-1R2MT,4.4*4.2*1.8,1.2uH,0.0265Ω,6.8A,6.2A
车规级一体成型电感,FAU0420-1R5MT,4.4*4.2*1.8,1.5uH,0.029Ω,6A,4.8A
车规级一体成型电感,FAU0420-2R2MT,4.4*4.2*1.8,2.2uH,0.046Ω,5A,4.2A
车规级一体成型电感,FAU0420-3R3MT,4.4*4.2*1.8,3.3uH,0.082Ω,4A,3.3A
